smiles,ld50
CCC=C1OC(=O)C2=C1C=CC=C2,2.02
CCCSP(=O)(OCC)OC1=CC=C(Cl)C=C1Cl,3.01
CC(C(O)=O)C1=CC=C(OC2=NC=CS2)C=C1,3.27
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,5.17
OC(C=C)C#N,3.11
OC(=O)COCC(O)=O,2.43
CCCCNC(=O)C1=CC(N)=CC=C1OCC#C,2.46
[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=C,2.41
CC(C)OC(=O)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,1.93
CC(C)OC(=O)C=CC(=O)OC(C)C,1.97
C1OC1C1CCC2OC2C1,1.82
CNC(C)CC1=CC=C(Cl)C=C1,3.22
COC1=CC=C(C)C=C1,1.8
COP(=S)(OC)OC1=CC=C(C=C1C)C#N,2.71
CCCCC(C)(C)O,2.15
OC(=O)C1CCC=CC1,1.47
CCCCCCCCCCCCCCCCCCO,1.13
COC1=C(OCC(O)COC(N)=O)C=CC=C1,2.26
CCCCC(CC)COC(=O)CCCCCCCCCCC(=O)OCC(CC)CCCC,1.32
OCCOCCOC(=O)CCl,2.38
CCS(=O)(=O)CCSP(=O)(OC)OC,3.91
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.46
NNC(=S)NN,3.69
COC1=CC(O)=C2C3=C1C1(CC3=C3C(O)C4(O)CC(O)=C(C(N)=O)C(=O)C4(O)C(=O)C3=C2O)C(C)=CCCC1(C)C,3.67
ClC1=CC=C2OC(=O)NC2=C1,2.35
FC1=CC2=C(N=C(N2)C(F)(F)F)C(Br)=C1Cl,4.6
COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,2.01
CC1(C)C2CC1C(CCO)=CC2,2.27
CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,2.24
FC(F)(F)C1=NC2=C(N1)C(Br)=C(Cl)C(Cl)=C2Br,5.08
COP(=S)(OC)SC,4.06
CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,2.0
OCCSSC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,2.1
NCCCCCCNCCCCCCN,2.68
CCOP(=O)(OCC)SCC,3.87
CCCCC(CC)COP(O)(O)=O,1.78
CC1=NC(C)=C(C)N=C1C,1.85
FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)N1C(=S)NC2=C1C=CC=C2,3.23
COP(=S)(OC)SCN1N=C(Cl)C(C)=CC1=O,3.69
CCOP(=S)(OCC)OC(=CCl)C1=CC=C(Cl)C=C1Cl,4.58
CN1C(=O)C=C(N)N(CC(C)=C)C1=O,2.1
OCCC[N+]([O-])=O,3.13
CCCCOC(=O)CCCOC1=CC=C(Cl)C=C1Cl,3.01
COC1=NN=C(CSP(=S)(OC)OC)S1,2.93
CN1CCCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.81
FC(F)(F)C1=NC2=C(N1)C(Br)=C(Cl)C(Br)=C2Br,4.74
CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,2.26
CC(=O)OO,1.64
CNC1=C2CCCCC2=NN1C,1.95
CC(=O)NC(=O)C(Cl)(Cl)Cl,1.82
CCC(CC)COCCOC(=O)CCCCC(=O)OCCOCC(CC)CC,2.09
CC1=CC(=O)C2=C(O1)C(C)=CC=C2C,1.8
CC1N(C)C(=O)CSC1=NOC(=O)N(C)SC(Cl)(Cl)Cl,5.03
O=C(NC1=CN=NS1)NC1=CC=CC=C1,1.61
CC1=CC2=C(NC(=N2)C(F)(F)F)C=C1Cl,3.63
CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O,1.98
O=C1OC2=C3C=COC3=CC=C2C=C1,2.76
CC(=CC(O)=O)C(O)=O,1.99
NCCNCCNCCNCCN,1.68
ClCC(Cl)(Cl)CCl,1.46
COC(=O)COCCOCCOC=C,1.27
CCC(C)N1C(=O)NC(C)=C(Br)C1=O,2.61
CCOP(=S)(OC1=C(OC)C(=O)N(C)N=C1)C1=CC=CC=C1,4.82
CCCCOCCCOC(=O)CCOC1=CC(Cl)=C(Cl)C=C1Cl,2.88
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,4.72
NC1=C(C=CC=C1)[N+]([O-])=O,1.94
CC1=CC2=C(C=CC=C2)C=C1,1.94
ClC(Cl)=S,2.09
OC(=O)CCC(=O)OC1CCCCC1,1.49
CCCCCCCCCCCCCCCCCC(=O)NC(CCC(O)=O)C(O)=O,2.14
CCCC1=C(O)C(=CC=C1OCC1=CC=CN2C(=O)C(CCC(O)=O)=CN=C12)C(C)=O,2.03
[O-][N+](=O)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,1.54
CCN(CC)CC1CCCCN1CC(=O)N1C2=C(C=CC=C2)C(=O)NC2=CC=CN=C12,2.44
CCOP(=O)(OC1=CC=C(Cl)C=C1Cl)OC1=CC=C(Cl)C=C1Cl,1.83
COC1=C(OP(=S)(OC)OC(C)C)C=NN(C)C1=O,4.92
CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCC,1.57
COC1=CC=C(C=C1)C1=NN(CC(=O)N(C)C(C)CC2=CC=CC=C2)C(=O)C=C1,2.52
CC(C)C(Br)C(=O)OCC(Br)(Br)Br,1.95
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(NC(=O)CCC(O)=O)C=C1,2.38
CCS(=O)(=O)CC1=C(OC(=O)NC)C=CC=C1,2.71
ClC1=C(Cl)C=CC=C1,2.47
CCC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OC1=C(C)C=CC=C1,1.37
CN(C)CCOCCN(C)C,2.45
COP(C)(=S)OC1=CC=C(C(C)=C1)S(C)=O,4.97
CC(C)(OC1=CC=CC=C1)C(=O)OCCN1CCOCC1,1.57
CN(C)CCC=C1C2=C(CSC3=C1C=CC=C3)C=CC=C2,2.82
CCOC(=O)C1C(C=C(C)C)C1(C)C,1.88
C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,2.28
CC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,1.71
O=C1NSC2=C1C=CC=C2,2.17
CCC1=NN(CSP(=S)(OC)OC)C(=O)C=C1,3.99
CP(=S)(OCC(Cl)=C)OC1=CC=C(C=C1)[N+]([O-])=O,3.98
CCCC#N,3.14
CCCN1C(C)=CC(OP(=S)(OCC)OCC)=CC1=O,4.51
OCC#CCO,2.91
[O-][N+](=O)C1=CC=CC(=C1)C(F)(F)F,2.5
CCN(C1CC1)C(=O)C1=CC(Cl)=NC(Cl)=C1,3.52
CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1,2.23
O=C1CCCC2C3CC(CN12)C1CCCCN1C3,2.24
OCCN(CCO)N=O,1.25
CCOP(=S)(OCC)SCC1=CC=C(C=C1)[N+]([O-])=O,3.51
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,2.18
OC(=O)CCCN1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,1.85
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,3.45
CC(C)C(=O)OCCC1=CC=CC=C1,1.57
CCOP(=O)(OCC)SC(C)(C)C,3.25
CCC(O)(CC)C1=C(Cl)C=NN1,2.9
COC1=CC(C=O)=CC=C1O,1.98
CN(C)N=NC1=CC=C(I)C=C1,2.68
CCN(CC)S(=O)(=O)C1=C2N=C(NC2=C(Cl)C(Cl)=C1Cl)C(F)(F)F,4.58
C1CN1P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CC1)N1CC1,3.6
CCCCNP(=S)(OCC)SC1=CC=CC=C1,2.98
ClCC(Cl)(Cl)Cl,2.4
ClCN1C(=O)OC2=CC(Cl)=CC=C12,1.97
COC(C)(C)CCCC(C)C(C)O,1.62
CCCOCCO,1.53
OC1=CC=C(C=C1)C1=CCCCC1,1.79
CC(=O)OCC=CC1=CC=CC=C1,1.73
NCCOC(=O)C1=CC=CC=C1,1.25
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,4.01
CCN(C=C)N=O,3.06
CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,2.94
CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,4.71
CC1=C(OCC(O)COC(N)=O)C=CC=C1,2.33
BrC=CC1=CC=CC=C1,2.17
CCCCOP(=O)(SCC)SCC1=CC=CC=C1,2.54
CC1=NC(N)=CC=C1,3.03
CCC(C)(O)C#CC(C)(O)CC,2.08
CC(C)COCN(C(=O)CCl)C1=C(C)C=CC=C1C,2.2
OC(C1COC(=N1)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O,1.71
CC(C)(O)CC(C)(O)C1=CC=C(Cl)C=C1,2.3
FS(=O)(=O)C1CCC(C1)S(F)(=O)=O,4.47
CN(C)[SiH](N(C)C)N(C)C,2.43
NN1C=NC2=C(C=C3C=CC=CC3=C2)C1=O,2.59
CCCCOCCOCC,1.71
CC(O)CN(C)C,1.77
CNC(=O)ON=C1SCC(=O)NC1(C)C,5.32
CC(C)COC(=O)COC1=CC=C(Cl)C=C1Cl,2.97
CC(C)C1CCC(C)CC1O,1.73
CCOP(=O)(OCC)SCSP(=S)(OCC)OCC,4.02
CCCCCCCCOC(CBr)C1=CC=C(C=C1)C1CCCCC1,3.2
CCP(=S)(OC)SC1=CC=CC=C1,3.41
ClCC(Cl)C#N,3.75
COP(=O)(OC)OC1=CC(=O)N(CC=C)C(C)=C1,5.05
CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,1.05
COC(=O)C1(O)C2=CC(Cl)=CC=C2C2=C1C=CC=C2,1.95
C1CCSC1,1.7
CCN1C=C(C(O)CN(C)C)C2=C1C=CC=C2,3.46
COC1=CC2=C(C=C1)N=C1CCCCC1=C2N,2.48
CC(C)OC(=O)OOC(=O)OC(C)C,1.98
CCCC(NOCC=C)=C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.16
CC(O[N+]([O-])=O)C1=CC=C(C=C1)[N+]([O-])=O,2.0
NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl,2.37
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,2.06
CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O,2.5
CC=CCO,1.96
CCCCP(=O)(OC)SC,3.54
CCCCCCC(O)C1C(O)C2=C(CC(CC3=C1C(=O)OC3=O)C(O)C1CC=CC(=O)O1)C(=O)OC2=O,3.11
CCCCC1=C(C)NC(=NC1=O)N(C)C,1.95
CO[Si](CCC1CCC2OC2C1)(OC)OC,1.46
FC1=C(F)C(F)=C(F)C2=C1NC(=N2)C(F)(F)F,4.89
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.39
CC(C)(C)CC(C)(C)N,2.77
FC(F)(F)C(Cl)Br,1.54
CCOCCOCCOCCO,1.36
CC(=O)CCC(O)=O,1.8
OC(=O)CC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC=C1,2.12
CC(=O)OC1=C(C(=O)C2=C1C=CC=C2)C1=C(C)C=C(C)C=C1C,1.58
OCCOC1=CC(Cl)=C(Cl)C=C1Cl,2.21
CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,2.88
CCN(CC)C(=O)C1=C(O)C(OC)=CC=C1,2.03
CCNCC1=CC(=CC=C1O)[N+]([O-])=O,2.29
COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,3.85
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C1=CC=CS1,2.29
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,2.55
CCCN(CCC)C(=O)SCC1=CC=CC=C1,2.14
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.26
CCCCC=CCCCCCCOC(C)=O,1.23
CC1CN1,3.48
CC(C)=CC(N)=O,1.45
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,1.6
COP(=O)(OC)OC(=CBr)C1=CC=C(Cl)C=C1Cl,3.22
CC1(C)OCC(CO)O1,1.28
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.76
COC(OC)C1=CC=CC=C1,2.1
CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)OC,3.84
FCC(=O)NNC1=CC=CC=C1,4.27
CC1=NN=C(O1)C(CCN1CC2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,3.57
OCC(O)CCl,3.63
COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,1.88
CCC(=O)C(C)=O,1.52
CC1CNCC(C)O1,1.61
CCOC(=O)COP(=S)(OCC)OCC,2.41
CCC(=O)OCC1=CC=C(OC)C=C1,1.77
CC(CC1=CC=CC=C1)NNC(=O)C1=NOC(C)=C1,3.46
CCN(CC)CCSC(=S)N1C2=C(SC3=C1C=CC=C3)C=CC=C2,2.27
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OC1=CC=C(NC(C)=O)C=C1,2.74
O=C1CCCCC1CC1=CC=C2OCOC2=C1,1.47
ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1,2.26
CN(SC(Cl)(Cl)Cl)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,3.47
COC(CN1CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,2.74
OCCOCCOCCOCCOC1=CC=CC=C1,2.33
CN(C)N=NC1=C(C)C=CC=C1,2.67
CN1CCC(CC1)N(CC1=CC=CS1)C1=CC=CC=C1,2.43
C1CCN2N=NN=C2CC1,2.99
CC1=CN(SC(Cl)(Cl)Cl)N=C1,2.19
ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,4.37
NC1=NC2=C(O1)C=C(Br)C=C2,2.63
CCOP(=S)(NC(C)C)OC1=CC=C(C)C=C1[N+]([O-])=O,2.65
ClC1=C(Cl)C=C(Cl)C(=O)N1,2.4
CN1CCN(C)C1=O,1.96
CN(C)C(=S)NC1=CC=CC(C)=C1,1.95
CCOC(C)C#N,1.54
CC(Cl)(Cl)CCl,2.11
C1CN(CCN1)C(C1=CC=CC=C1)C1=CC=CC=C1,2.7
CC1=NNC=C1,2.06
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,1.98
CC(C)N1CCCC1=O,1.64
CCCCC(CC)CCl,1.31
CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1,2.85
BrC(Br)(Br)COC(=O)C1=CC=CO1,2.4
OC(=O)CCC1=NC2=C(N1)C=CC=C2,2.05
CCC1CC2=CC(CC(O)=O)=CC=C2O1,2.2
CCC1(CN2CCC1CC2C(O)C1=C2C=C(OC)C=CC2=NC=C1)OC(C)=O,2.81
OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,1.44
CNC(=O)OC1=CC=C2N(C)C3N(C)CCC3(C)C2=C1,4.79
COCCCNC1=NC(SC)=NC(NC(C)C)=N1,1.74
COP(=S)(OC)OC1=CC=C(Cl)C(=C1)[N+]([O-])=O,2.77
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(C(OC(C)=O)C(OC(C)=O)C3C12O)C4(C)CCC5OC(=O)C(C)(O)CC,5.2
CCCCCCCCCCN,2.85
O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,1.99
CN(N=O)C1=CC=NC=C1,2.84
CCCN(CCC)CCCCCCCCNC(=O)OC1=CC=C2N(C)C3N(C)CCC3(C)C2=C1,4.41
CCCCCOC(=O)C=CC(=O)OCCCCC,1.82
CCCCOCNC(=O)C=C,2.18
CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2,2.91
C1CC2CC1C1SSSC21,2.8
CC(CC(=O)NCCO)=CC1=CC=CC=C1,2.2
NC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4,2.31
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,2.28
CCOP(=O)(OCC)SCC1=NN=C(CC(C)C)O1,4.01
ClC1=CC=C2NC(=S)NC2=C1,3.09
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,3.74
OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,1.93
CCN(CC)C1=CC=C(C=O)C(O)=C1,1.93
C=CSC=C,2.71
C1CCCC1,0.79
CNS(=O)(=O)OCC(=O)N1CCCCCC1,2.09
OC(=O)CNCP(O)(O)=O,1.54
CC1C2CCC(C2)C1CN(CCO)C(=O)C1=CC=C(Cl)C=C1,1.85
CC1=C2C(=NO1)C(=O)N(N=C2C1=CC=CC=C1)C1=CC=CC=C1,2.48
ClC1=C(Cl)C2(Cl)C3C4C5OC5C(C3C1(Cl)C2(Cl)Cl)C4=O,5.69
CC(=O)OCC#N,3.49
ClC1=CC=C(C=C1Cl)N=C=O,3.31
CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1,2.12
CSC(C)=NOC(=O)N(C)SN(C(C)C)P1(=S)OCC(C)(C)CO1,2.72
CCOC(=O)N1C=C(C(=O)OCC)C(=O)N2C(C)CCCC12,2.31
CC1OC(C(O)C1O)N1C=C(F)C(=O)NC1=O,1.86
NC(=N)NC(=N)NCCC1=CC=CC=C1,2.5
CCOP(=S)(OCC)SCC1=NN=C(CC(C)C)O1,3.78
CN(C)C1CCCCC1,2.56
CCC(C)OP(=S)(CC)OC,4.45
OC(=O)CSC1=CC(Cl)=CC=C1Cl,2.1
CCCC(O)CO,0.91
CCC(CCCCOC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,1.16
NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,4.27
CCCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN(C)C)C2=C1,3.07
CCC(C)Cl,0.72
N#CCC#N,3.67
OC(=O)CC1=CSC(=N1)C1=CC=C(Cl)C=C1,2.48
CCOP(=S)(OCC)OC1=CC(=O)N(CC)C(C)=C1,1.64
COC(=O)NC1=NC2=C(N1)C=CC=C2,1.48
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,1.54
NNC(=O)OC1CC2CCC(C1)N2C(=O)OC1=CC=CC=C1,1.79
CNC(=O)OC1=CC=CC(C(C)C)=C1Cl,3.81
CN(C)CCC=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,3.2
C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,2.14
CCCCCCC=O,1.55
CCCC(=O)CC,1.56
C=CC(=O)OCCCCOC(=O)C=C,2.53
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,2.46
[O-][N+](=O)C1=C2N=C(NC2=CC=C1)C(F)(F)F,4.34
COC1=CC=C(C=C1)[N+]([O-])=O,1.82
COC1=CC=C(C=C1C(=O)NCC1=CC=CN=C1)C(N)=O,2.22
CCCC(C)=O,1.73
[O-][N+](=O)C1(Br)COCOC1,2.67
NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl,3.1
CC(Cl)C(Cl)Cl,2.08
CCCCN(CC)N=O,2.54
C1CCC2CCCCC2C1,1.52
OC1=CC=C(Br)C=C1Br,3.7
CCCCOCCOCCOC(=O)C1=C(C=CC=C1)C(=O)OCCOCCOCCCC,1.67
CC(C)NNC(=O)COC1=CC=C(Cl)C=C1,2.65
S=C1SC2=C(S1)N=C1C=CC=CC1=N2,2.12
CCN1C(NC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(C=CC=C2)C1=O,2.74
CC1=C(N)C=CN=C1,2.38
[O-][N+](=O)C1=CC(=C2N=C(NC2=C1)C(F)(F)F)[N+]([O-])=O,4.38
[O-][N+](=O)C1=CC2=C(N=C(N2)C(F)(F)F)C(Br)=C1,4.33
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,2.08
CCCCCCCC1=CC=C(O)C=C1O,2.21
CCCCN(CCCC)C(=O)SCC1=CC=CC=C1,1.7
CS(=O)(=O)C1=CC=C(Cl)C=C1,2.68
CC1=CC=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=C1,2.35
CCC(C)C(=O)OC1CCC2(C)C3CC(O)C4C5(O)C(CC24OC13O)C1CN2CC(C)CCC2C(C)(O)C1C(O)C5OC(=O)C(C)(O)CC,4.36
COP(=O)(OC)OC(C)=CC(=O)OC(C)C1=CC=CC=C1,3.91
ClCCOC(=O)C=C,2.87
CCOP(=S)(OCC)N=[N+]=[N-],4.59
ClC(=O)OC1=CC=CC2=C1C=CC=C2,1.91
CC(OC(C)=O)OC(=O)C(C)C1=CC(F)=C(C=C1)C1=CC=CC=C1,3.7
COP(=S)(OC)N=C1SCCS1,4.39
ClC1=CC2=C(C=CC=C2)C=C1,1.89
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,1.93
CC(=O)NC1=CC=C(C)C(NS(=O)(=O)C(F)(F)F)=C1,2.06
CC(C)(C)C1=CC(CN2CCN(CC3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)CC2)=CC(=C1O)C(C)(C)C,1.72
CC12COC(C)(CCC1)O2,1.94
CCOP(=S)(OCC)ON1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,2.86
OCCOCCOCCOCCO,0.78
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1,3.91
OCC(O)CN1CCN(CC1)C1=CC=CC=C1,2.43
CCC(C)C1CCCCC1=O,1.81
CCOCCOC1=CC=C(Cl)C=C1Cl,2.22
ClCCBr,3.35
CC(C)C1CCC2CC(O)CCC2C1,1.67
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O,1.41
CCCC(=O)OC(Cl)C(Cl)(Cl)Cl,2.23
COC1=CC=C(C(=O)CCC(O)=O)C2=C1C=CC=C2,2.16
C(COCC1CO1)OCC1CO1,1.79
CN(C)P(Cl)(=S)N1C=CN=C1,5.45
[O-][N+](=O)C1=C2N=C(NC2=CC=C1Br)C(F)(F)F,4.36
ClC(Cl)C(=O)C(Cl)(Cl)Cl,3.06
ClC(Cl)(Cl)C#N,2.76
NC1=CC=C(C=C1Cl)[N+]([O-])=O,1.43
COP(=S)(OC)OC1=CC=C(C(Cl)=C1)[N+]([O-])=O,3.02
CC(OC(C)C1=CC=CC=C1)C1=CC=CC=C1,1.36
OC(NC1=NC=CS1)C(Cl)(Cl)Cl,2.0
CN(CCCN)CCCN,2.02
COC(C)CC(O)=O,1.59
COCC(C)=O,1.01
CCOP(=S)(OCC)SC1CCSC1,4.13
CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,4.07
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3.33
FC(F)(F)C1=NC2=C(N1)C(Cl)=C(Cl)C(Cl)=C2NC(=O)C1=CC=CC=C1,3.61
CC(O)=O,1.26
CC(C)(C)C1=CC(CCC(=O)NCCN)=CC(=C1O)C(C)(C)C,2.31
ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,3.61
CC1=CC(=CC(C)=C1O)S(O)(=O)=O,1.88
O=C(NC1CC1C1=CC=CC=C1)C1CCC(=O)N1,3.41
O=C(OCC(COC(=O)C1=CC=CC=C1)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1)C1=CC=CC=C1,2.68
CC(N)C(O)C1=CC=CC=C1,1.99
CC(C(O)=O)C1=CC=C(NCC(C)=C)C=C1,2.6
CCN1C(=O)C=CC1=O,3.7
BrCC=CCBr,3.46
COCCOP(=O)(OCCOC)OCCOC,1.21
CCOCN1C=C(F)C(=O)N(C(=O)C2=CC(=CC=C2)C(=O)OC2=NC(OC(=O)C3=CC=CC=C3)=CC=C2C#N)C1=O,2.48
COC=CC=C(C#N)C#N,2.83
CC(Cl)COP(=O)(OCC(C)Cl)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,2.81
C[N+](C)([O-])C1=CC=C(C=C1)N=NC1=CC=CC=C1,2.04
CC1=C(CO)C(=O)NC(=O)N1,1.5
CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1,3.65
CN(C)S(=O)(=O)CCNC(=O)NCCCl,3.71
OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O,2.95
OC1(N2CCN=C2C2=C1C=CC=C2)C1=CC=C(F)C=C1,3.13
ClCNC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1,2.62
COC1C(C)OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C1O,3.84
OC(=O)C(O)=O,1.08
COCCCO,1.2
CNC(=O)ON=CC(C)=C,3.25
NC1=CC=C(F)C=C1,2.43
CN(SC1=CC=C(C)C=C1)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,4.14
NC1=CC=C(C=C1)C1=CC=C(N)C=C1[N+]([O-])=O,2.06
C=C1CC(=O)O1,2.14
CCO,0.81
CCN(CC)CCNC1=CC=C(CO)C2=C1C(=O)C1=C(S2)C=CC=C1,2.56
CCCOC(=O)CC,1.05
CCOC(=S)SCSSCP(=O)(OCC)OCC,4.4
BrC(Br)C#N,2.91
O=C(CS(=O)CC1=CC=CO1)NCC=CCOC1=NC=CC(CN2CCCCC2)=C1,2.54
COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3CC(O)(CC(OC4CC(N)C(O)C(C)O4)C3=C1O)C(C)=O)C2=O,3.2
CCCC=C(CC)[N+]([O-])=O,2.36
CNC(=O)OC1=CC=C(NC(=O)OC)C(=C1)C(C)C,3.99
CCOP(=O)(OCC)OC1=CC=C(C(Cl)=C1)[N+]([O-])=O,4.79
CC(=O)OC12CCC(C)=CCC11CCC2C(C)(OC1=O)C=CC=C(C)C(O)=O,3.25
CC(=O)OC1=CC=C(C=C1)C1(OC2=C(NC1=O)C=CC=C2)C1=CC=C(OC(C)=O)C=C1,1.72
CC1(C)SC2C(NC(=O)C(C(=O)OC3=CC=C4CCCC4=C3)C3=CC=CC=C3)C(=O)N2C1C(O)=O,2.39
ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,1.98
CCOC1=CC=C(N)C=C1,2.4
CCCC(C)C(=O)NC1=CC=C(C)C(Cl)=C1,1.67
ClC1=C(C=CC=C1)C1CSC(S1)=C(C#N)N1C=CN=C1,2.69
CCOP(=S)(OC(C)C)OC1=C(OC)C(=O)N(N=C1)C1=CC=CC=C1,4.44
CCOC(C1=NCC(CN1)OC)C1=CC=CC=C1,2.45
CCOP(=S)(OCC)SCC1=NN=C(C)O1,4.7
CNP(O)(=S)OC(C)C,2.33
CN(CCO)C1=CC=CC=C1,1.73
CN1C(CC(=O)NCCN2C=NC3=C2C(=O)N(C)C(=O)N3C)=CC=C1C(=O)C1=CC=C(C)C=C1,2.59
[O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O,2.5
CC1CN(CCO)CC1C,2.07
